headword,pronunciation
фотографирование,ф о̀ т о г р а ф и́ р о в а н и е
фотографирование,ф о̀ т о г р а ф и́ р о в а н и я
фотография,f ə t ɐ ˈ g r ɑ fʲ ɪ j ə
фотография,f ə t ɐ ˈ g r ɑ fʲ ɪː
фотожаба,f ə t ɐ ˈ ʐ a b ɨ
фотожаба,f ə t ɐ ˈ ʐ a b ə
фотолаборатория,ˌ f o t̪ ə ɫ̪ ə b ə r ɐ ˈ t̪ o̞ rʲ ɪ ɪ̯ ə
фотолаборатория,ˌ f o t̪ ə ɫ̪ ə b ə r ɐ ˈ t̪ o̞ rʲ ɪ ɪ̯ ɪ
фотон,f ɐ ˈ t o̞ n ɨ̞
фотон,f ɐ ˈ t o̞ n
фотоохота,ф о̀ т о о х о́ т а
фотоохота,ф о̀ т о о х о́ т ы
фотополимер,ˌ f o t ə p ə lʲ ɪ ˈ mʲ e r ɨ
фотополимер,ˌ f o t ə p ə lʲ ɪ ˈ mʲ e r
фоторабота,ф о̀ т о р а б о́ т а
фоторабота,ф о̀ т о р а б о́ т ы
фототаксис,ф о т о т а́ к с и с
фототаксис,ф о т о т а́ к с и с ы
фотошкола,f ə t̪ ə ʂ k o̞ ɫ̪ ɨ
фотошкола,f ə t̪ ə ʂ k o̞ ɫ̪ ə
фотоэкспонометр,ф о̀ т о э к с п о н о́ м е т р ы
фотоэкспонометр,ф о̀ т о э к с п о н о́ м е т р
фофан,ˈ f o f ə n
фофан,ˈ f o f ə n ɨ
фрагмент,f r ɐ g ˈ mʲ e n t
фрагмент,f r ɐ g ˈ mʲ e n t ɨ
фраер,ˈ f r a ɪ̯ ə r
фраер,f r ə ɪ̯ ɪ ˈ r a ˈ f r a ɪ̯ ɪ r ɨ
фраза,ф р а́ з а
фраза,ф р а́ з ы
фразеология,f r ɐ zʲ ɪ ɐ ˈ ɫ̪ o ɡʲ ɪ ɪ̯ ə
фразеология,f r ɐ zʲ ɪ ɐ ˈ ɫ̪ o ɡʲ ɪ ɪ̯ ɪ
фрайкор,ф р а й к о́ р ы
фрайкор,ф р а й к о́ р
фрак,f r a k
фрак,ˈ f r a kʲ ɪ
фракция,ф р а́ к ц и и
фракция,ф р а́ к ц и
франклин,ˈ f r a n̻ k lʲ ɪ n
франклин,ˈ f r a n̻ k lʲ ɪ n ɨ
франций,ˈ f r a n t s ɨ ɪ
франций,ˈ f r a n t s ɨ j
француз,f r ɐ n ˈ t s u s
француз,f r ɐ n ˈ t s u z ɨ
французскость,ф р а н ц у́ з с к о с т ь
французскость,ф р а н ц у́ з с к о с т и
франшиза,f r ɐ n ˈ ʂ ɨ z ɨ
франшиза,f r ɐ n ˈ ʂ ɨ z ɘ
фреон,f rʲ ɪ ˈ o n ɨ
фреон,f rʲ ɪ ˈ o n
фривольный,f rʲ ɪ ˈ v o lʲ n ɨ j ə
фривольный,f rʲ ɪ ˈ v o lʲ n ɨ j
фриз,ˈ f rʲ i z ɨ
фриз,f rʲ i s
фризка,ˈ f rʲ i s k ə
фризка,ˈ f rʲ i s kʲ ɪ
фрик,ˈ f r i kʲ ɪ
фрик,f r i k
фример,ф р и м е́ р
фример,ф р и м е́ р ы
фриц,f rʲ i t s
фриц,ˈ f rʲ i t s ɨ
фронт,f r ɐ n̪ ˈ t̪ ɨ
фронт,f r o̞ n̪ t̪
фронталка,ф р о н т а́ л к и
фронталка,ф р о н т а́ л к а
фронтмен,ˈ f r o n t m ə n
фронтмен,ˈ f r o n t m ə n ɨ
фронтон,f r ɐ n ˈ t o n ɨ
фронтон,f r ɐ n ˈ t o n
фрукт,ф р у к т
фрукт,ф р у́ к т ы
фрунт,f r u n t
фрунт,f r ʊ n ˈ t ɨ
фрустрация,f r ʊ ˈ s t r a t͡ s ɨ j ə
фрустрация,f r ʊ ˈ s t r a t͡ s ɨ j ɪ
фтор,ˈ f t o r ɨ
фтор,f t o r
фторопласт,ф т о р о п л а́ с т ы
фторопласт,ф т о р о п л а́ с т
фугас,f ʊ ˈ g a s
фугас,f ʊ ˈ g a s ɨ
фуговка,f ʊ ˈ g o̞ f kʲ ɪ
фуговка,f ʊ ˈ g o̞ f k ə
фуд-корт,f ʊ t ˈ k o r t
фуд-корт,f ʊ t ˈ k o r t ɨ
фузея,ф у з е́ и
фузея,ф у з е́ я
фузилёр,ф у з и л ё р
фузилёр,ф у з и л ё р ы
фуллерен,f ʊ lʲ ɪ ˈ rʲ e n ɨ
фуллерен,f ʊ lʲ ɪ ˈ rʲ e n
фундамент,f ʊ n ˈ d ɑ mʲ ɪ n t
фундамент,f ʊ n ˈ d ɑ mʲ ɪ n t ɨ
фундук,f ʊ n ˈ d u k
фуникулёр,f ʊ nʲ ɪ k ʊ ˈ lʲ ɵ r ɨ
фуникулёр,f ʊ nʲ ɪ k ʊ ˈ lʲ ɵ r
функционал,f ʊ n k t s ɨ ɐ ˈ n ɑ ɫ
функционал,f ʊ n k t s ɨ ɐ ˈ n ɑ ɫ ɨ
функционализм,ф у н к ц и о н а л и́ з м
функционализм,ф у н к ц и о н а л и́ з м ы
функциональность,ф у н к ц и о н а́ л ь н о с т ь
функциональность,ф у н к ц и о н а́ л ь н о с т и
фунт,ф у н т
фунт,ф у́ н т ы
фура,ˈ f u r ɨ
фура,ˈ f u r ə
фураж,ф у р а́ ж
фураж,ф у р а́ ж и
фуран,ф у р а́ н
фуран,ф у р а́ н ы
фургон,f ʊ ɾ ˈ ɡ o n ɨ
фургон,f ʊ ɾ ˈ ɡ o n
фуррь,ф у́ р и
футарк,ˈ f u t ə r k
футарк,ˈ f u t ə r kʲ ɪ
футболист,ф у т б о л и́ с т ы
футболист,ф у т б о л и́ с т
футурум,ф у т у́ р у м ы
футурум,ф у т у́ р у м
фуфло,ˈ f u f ɫ ə
фуфло,f ʊ ˈ f ɫ o
фьючерс,ˈ fʲ j ʉ ʨ ɪ r s ɨ
фьючерс,ˈ fʲ j ʉ ʨ ɪ r s
фьючерсный,ˈ fʲ ʉ ʨ ɪ r s n ɨ j
фьючерсный,ˈ fʲ ʉ ʨ ɪ r s n ɨ j ɪ
фюзен,ф ю з э́ н ы
фюзен,ф ю з э́ н
хабалка,x ɐ ˈ b ä ɫ̪ k ə
хабалка,x ɐ ˈ b ä ɫ̪ kʲ ɪ
хабарик,x ɐ ˈ b a rʲ ɪ kʲ ɪ
хабарик,x ɐ ˈ b a rʲ ɪ k
хадж,ˈ x a d̪ ʐ ɨ
хадж,x ä t̪ ʂ
хадис,x ɐ ˈ dʲ i s̪
хадис,x ɐ ˈ dʲ i s̪ ɨ
хайку,х а́ й к у
хайло,x a ɪ̯ ˈ ɫ̪ o̞
хайло,ˈ x ä ɪ̯ ɫ̪ ə
хайп,x a ɪ̯ p
хайп,ˈ x a ɪ̯ p ɨ
хайтек,x ɐ ɪ̯ ˈ t ɛ kʲ ɪ
хайтек,x ɐ ɪ̯ ˈ t ɛ k
хакас,x ɐ ˈ k a s ɨ
хакас,x ɐ ˈ k a s
халат,х а л а́ т ы
халат,х а л а́ т
халтура,x ʌ l ˈ t u r ə
халтура,x ʌ l ˈ t u r ɨ̞
халтурщик,x ʌ ɫ ˈ t u r ɕː ɪ̝ kʲ ɪ
халтурщик,x ʌ ɫ ˈ t u r ɕː ɪ k
халькоген,x ə lʲ k ɐ ˈ gʲ e n ɨ
халькоген,x ə lʲ k ɐ ˈ gʲ e n
халява,x ɐ ˈ lʲ a v ə
халява,x ɐ ˈ lʲ a v ɨ
хам,х а м
хам,х а́ м ы
хамелеон,x ə mʲ ɪ lʲ ɪ ˈ o n
хамелеон,x ə mʲ ɪ lʲ ɪ ˈ o n ɨ
хамит,x ɐ ˈ mʲ i t̪ ɨ
хамит,x ɐ ˈ mʲ i t̪
хамон,x ɐ ˈ m o n̪
хамон,x ɐ ˈ m o n̪ ɨ
хамса,х а м с ы́
хамса,х а м с а́
хамсин,x ɐ m ˈ sʲ i n̪ ɨ
хамсин,x ɐ m ˈ sʲ i n̪
хана,х а́ н ы
хана,х а́ н а
ханжа,x ɐ n̪ ˈ ʐ ɨ
ханжа,x ɐ n̪ ˈ ʐ ä
хаос,ˈ x a ə s
хаос,ˈ x a ə s ɨ̞
харакири,x ə r ɐ ˈ kʲ i rʲ ɪ
характер,х а р а́ к т е р
характеристика,x ə r ə k tʲ ɪ ˈ rʲ i sʲ tʲ ɪ kʲ ɪ
характеристика,x ə r ə k tʲ ɪ ˈ rʲ i sʲ tʲ ɪ k ə
хардкор,x ɐ r t ˈ k o r ɨ
хардкор,x ɐ r t ˈ k o r
харизма,x ɐ ˈ rʲ i z m ɨ
харизма,x ɐ ˈ rʲ i z m ə
харита,х а р и́ т а
харита,х а р и́ т ы
харчи,
харчишки,
хасидизм,x ə sʲ ɪ ˈ dʲ i z m ɨ
хасидизм,x ə sʲ ɪ ˈ dʲ i z m
хассий,ˈ x a sʲ ɪ ɪ
хассий,ˈ x a sʲ ɪ j
хата,ˈ x ɑ t ɨ
хата,ˈ x ɑ t ə
хауберг,ˈ x a ʊ bʲ ɛ r ɡʲ ɪ
хауберг,ˈ x a ʊ bʲ ɛ r k
хауберк,ˈ x a ʊ b ɛ r kʲ ɪ
хауберк,ˈ x a ʊ b ɛ r k
хаус,х а́ у с ы
хаус,х а́ у с
хаусовед,х а у с о в е́ д
хаусовед,х а у с о в е́ д ы
хач,х а ч
хач,х а ч и́
хвастливость,x v ɐ s t̻ ˈ lʲ i v ə sʲ tʲ
хвастливость,x v ɐ s t̻ ˈ lʲ i v ə sʲ tʲ ɪ
хват,ˈ x v ɑ t ɨ
хват,x v ɑ t
хваткость,х в а́ т к о с т и
хваткость,х в а́ т к о с т ь
хвост,x v o̞ s̪ t̪
хвост,x v ɐ ˈ s̪ t̪ ɨ
хвостище,ɣ v ɐ s ˈ tʲ i ɕː ə
хвостище,ɣ v ɐ s ˈ tʲ i ɕː ɪ
хвостовка,x v ɐ s ˈ t o f kʲ ɪ
хвостовка,x v ɐ s ˈ t o f k ə
хвостокол,х в о̀ с т о к о́ л
хвостокол,х в о̀ с т о́ к о л
хедлайнер,x ə d ˈ ɫ a ɪ̯ nʲ ɪ r ɨ
хедлайнер,x ə d ˈ ɫ a ɪ̯ nʲ ɪ r
хелипорт,х е л и п о́ р т ы
хелипорт,х е л и п о́ р т
хемотаксис,x ɛ m ɐ ˈ t a k sʲ ɪ s ɨ
хемотаксис,x ɛ m ɐ ˈ t a k sʲ ɪ s
хентай,x ɛ n ˈ t a ɪ
хентай,x ɛ n ˈ t a j
хер,xʲ ɪ ˈ r ɨ
хер,xʲ e r
херес,ˈ xʲ e rʲ ɪ s ɨ
херес,ˈ xʲ e rʲ ɪ s
херня,х е р н я́
херня,х е р н и́
херовый,х е р о́ в ы е
херовый,х е р о́ в ы й
херувим,xʲ ɪ r ʊ ˈ vʲ i m ɨ
херувим,xʲ ɪ r ʊ ˈ vʲ i m
хетчбэк,x ɛ d͡ ʑ ˈ b ɛ k
хетчбэк,x ɛ d͡ ʑ ˈ b ɛ kʲ ɪ
хиазм,xʲ ɪ ˈ a z m
хиазм,xʲ ɪ ˈ a z m ɨ
хиджаб,xʲ i d ˈ ʐ a p
хиджаб,xʲ i d ˈ ʐ a b ɨ
хижина,ˈ xʲ i ʐ ɨ n ə
хижина,ˈ xʲ i ʐ ɨ n ɨ
хилина,х и́ л и н ы
хилина,х и́ л и н а
хилость,х и́ л о с т ь
хилость,х и́ л о с т и
хиль,х и́ л и
хиль,х и́ л ь
химера,xʲ ɪ ˈ mʲ e r ə
химера,xʲ ɪ ˈ mʲ e r ɨ
химизация,xʲ ɪ mʲ ɪ ˈ z a t͡ s ɨ ɪ
химизация,xʲ ɪ mʲ ɪ ˈ z a t͡ s ɨ j ə
химик,ˈ xʲ i mʲ ɪ k
химик,ˈ xʲ i mʲ ɪ kʲ ɪ
химчистка,х и м ч и́ с т к а
химчистка,х и м ч и́ с т к и
хина,ˈ xʲ i n ə
хина,ˈ xʲ i n ɨ
хинди,ˈ xʲ i nʲ dʲ ɪ
хинт,х и́ н т
хинт,х и н т ы́
хиромант,xʲ ɪ r ɐ ˈ m a n̻ t
хиромант,xʲ ɪ r ɐ ˈ m a n̻ t ɨ
хирург,xʲ ɪ ˈ r u r k
хирург,xʲ ɪ ˈ r u r gʲ ɪ
хит,х и́ т
хит,х и́ т ы
хитрец,χʲ ɪ t ˈ rʲ e t s
хитрец,χʲ ɪ t rʲ ɪ ˈ t s ɨ
хитросплетение,xʲ ɪ t r ə s p lʲ ɪ ˈ tʲ e nʲ ɪ j ə
хитрость,х и́ т р о с т и
хитрость,х и́ т р о с т ь
хищник,ˈ xʲ i ɕ nʲ ɪ kʲ ɪ
хищник,ˈ xʲ i ɕ nʲ ɪ k
хищный,х и́ щ н ы е
хищный,х и́ щ н ы й
хлад,x ɫ ɑ t
хлад,ˈ x ɫ ɑ d ɨ
хламида,х л а м и́ д а
хламида,х л а м и́ д ы
хлеб,x lʲ ɛ̝ p
хлеб,ˈ x lʲ ɛ̝ b ɨ̞ x lʲ ɪ ˈ b a
хлебало,x lʲ ɪ ˈ b a ɫ̪ ə
хлебопекарня,x lʲ ɪ b ə pʲ ɪ ˈ k ɑ r nʲ ɪ
хлебопекарня,x lʲ ɪ b ə pʲ ɪ ˈ k ɑ r nʲ ə
хлебопоставка,х л ѐ б о п о с т а́ в к и
хлебопоставка,х л ѐ б о п о с т а́ в к а
хлебосольство,
хлебосольство,x lʲ ɪ b ʌ ˈ s o̞ lʲ s t v ə
хлев,x lʲ e f
хлев,x lʲ ɪ ˈ v a
хлопкороб,χ l ə p k ɐ ˈ r o p
хлопкороб,χ l ə p k ɐ ˈ r o b ɨ
хлопок,х л о п о́ к
хлопок,х л о́ п о к
хлопок,х л о п к и́
хлопок,х л о́ п к и
хлорвинил,ˌ x ɫ o r vʲ ɪ ˈ nʲ i ɫ x ɫ ə r vʲ ɪ ˈ nʲ i ɫ
хлорвинил,ˌ x ɫ o r vʲ ɪ ˈ nʲ i ɫ ɨ x ɫ ə r vʲ ɪ ˈ nʲ i ɫ ɨ
хлороводород,x ɫ ə r ə v ə d ɐ ˈ r o t
хлороводород,x ɫ ə r ə v ə d ɐ ˈ r o d ɨ
хлыст,х л ы с т ы́
хлыст,х л ы с т
хлястик,ˈ x lʲ æ sʲ tʲ ɪ kʲ ɪ
хлястик,ˈ x lʲ æ sʲ tʲ ɪ k
хмарь,x m a rʲ
хмарь,x m a rʲ ɪ
хобби,ˈ x o bʲː ɪ
хоботок,х о б о т о́ к
хоботок,х о б о т к и́
хованщина,х о в а́ н щ и н ы
хованщина,х о в а́ н щ и н а
ход,ˈ x o t
ход,x ɐ ˈ d ɨ x ɐ ˈ d a
ходатайство,x ɐ ˈ d a t ə j s t v ə
ходок,x ɐ ˈ d o k
ходок,x ə d ɐ ˈ kʲ i
ходок,x ɐ t ˈ kʲ i
ходуля,x ɐ ˈ d u l ɪ
ходуля,x ɐ ˈ d u lʲ ə
хождение,x ɐ ʐ ˈ dʲ e nʲ ɪ j ə
хозяйство,x ɐ ˈ zʲ æ j s t v ə
хозяйствование,x ɐ ˈ z æ ɪ̯ s t v ə v ə nʲ ɪ j ə
холера,х о л е́ р ы
холера,х о л е́ р а
холка,ˈ x o̞ ɫ̪ kʲ ɪ
холка,ˈ x o̞ ɫ̪ k ə
холм,x ɐ ɫ ˈ m ɨ
холм,x o ɫ m
холод,x ə ɫ ɐ ˈ d a
холод,ˈ x o̞ ɫ ə t
холодильник,x ə ɫ ɐ ˈ dʲ i̝ lʲ nʲ ɪ k
холодильник,x ə ɫ ɐ ˈ dʲ i̝ lʲ nʲ ɪ̝ kʲ ɪ
холодина,х о л о д и́ н а
холодина,х о л о д и́ н ы
холодная,x ɐ ˈ ɫ o d n ə j ə
холодостойкость,x ə ɫ ə d ɐ ˈ s t o ɪ̯ k ə sʲ tʲ ɪ
холодостойкость,x ə ɫ ə d ɐ ˈ s t o ɪ̯ k ə sʲ tʲ
холокост,x ə ɫ ɐ ˈ k o s t
холокост,x ə ɫ ɐ ˈ k o s t ɨ
холостяк,x ɐ ɫ̪ ɐ ˈ sʲ tʲ a k
холостяк,x ɐ ɫ̪ ɐ sʲ tʲ ɪ ˈ kʲ i
холостяцкий,х о л о с т я́ ц к и е
холостяцкий,х о л о с т я́ ц к и й
холостёжь,x ɐ ɫ̪ a s̪ ˈ tʲ o̞ ʂ
холостёжь,x ɐ ɫ̪ a s̪ ˈ tʲ o̞ ʐ ɨ
холява,x ɐ ˈ lʲ æ v ə
холява,x ɐ ˈ lʲ æ v ɨ
холёный,х о л ё н ы е
холёный,х о л ё н ы й
хомут,x ɐ ˈ m u t̪
хомут,x ɐ m ʊ ˈ t̪ ɨ
хомутик,x ɐ ˈ m u tʲ ɪ kʲ ɪ
хомутик,x ɐ ˈ m u tʲ ɪ k
хомутина,х о м у т и́ н ы
хомутина,х о м у т и́ н а
хомяк,х о м я́ к
хомяк,х о м я к и́
хор,ˈ x o r
хор,x ɐ ˈ r ɨ ˈ x o r ɨ
хорей,x ɐ ˈ rʲ e ɪ
хорей,x ɐ ˈ rʲ e j
хореограф,x ə rʲ ɪ ˈ o g r ə f ɨ
хореограф,x ə rʲ ɪ ˈ o g r ə f
хорист,x ɐ ˈ rʲ i s̪ t̪ ɨ
хорист,x ɐ ˈ rʲ i s̪ t̪
хорология,х о р о л о́ г и я
хорология,х о р о л о́ г и и
хороним,x ɐ ˈ r o nʲ ɪ m
хороним,x ɐ ˈ r o nʲ ɪ m ɨ
хороняка,χ ə r ɐ ˈ nʲ æ kʲ ɪ
хороняка,χ ə r ɐ ˈ nʲ æ k ə
хорошист,x ɐ r ɐ ˈ ʂ ɨ s t ɨ
хорошист,x ɐ r ɐ ˈ ʂ ɨ s t
хорошка,х о р о́ ш к а
хорошка,х о р о́ ш к и
хоругвь,x ɐ ˈ r u g vʲ ɪ
хоругвь,x ɐ ˈ r u g vʲ
хорь,x ɐ ˈ rʲ i
хорь,x o rʲ
хоспис,ˈ x o s pʲ ɪ s ɨ
хоспис,ˈ x o s pʲ ɪ s
хостел,ˈ x o s̪ t̪ ɛ ɫ̪
хостел,ˈ x o s̪ t̪ ɛ ɫ̪ ɨ
хохлатка,x ɐ x ˈ ɫ a t kʲ ɪ
хохлатка,x ɐ x ˈ ɫ a t k ə
хохлушечка,х о х л у́ ш е ч к а
хохлушечка,х о х л у́ ш е ч к и
хохма,ˈ x o x m ɨ
хохма,ˈ x o x m ə
хохмач,x ɐ x ˈ m ɑ t͡ ɕ
хохмач,x ə x m ɐ ˈ t͡ ɕ i
хохмачество,x ɐ x ˈ m ɑ t͡ ɕʲ ɪ s̪ t̪ v ə
хохол,x ɐ x ˈ ɫ ɨ
хохол,x ɐ ˈ x o ɫ
хохот,ˈ x o x ə t ɨ
хохот,ˈ x o x ə t
хохотун,x ə x ɐ ˈ t u n
хохотун,x ə x ə t ʊ ˈ n ɨ
храбрость,ˈ x r a b r ə sʲ tʲ
храбрость,ˈ x r a b r ə sʲ tʲ ɪ
храм,x r ɑ m
храм,ˈ x r ɑ m ɨ
хранение,x r ɐ ˈ nʲ e nʲ ɪ ɪ̯ ə
хранительница,х р а н и́ т е л ь н и ц ы
хранительница,х р а н и́ т е л ь н и ц а
хребет,x rʲ ɪ b ˈ t ɨ
хребет,x rʲ ɪ ˈ bʲ e t
хрен,ˈ x rʲ e n̪ ɨ
хрен,ˈ x rʲ e n̪
хризантема,x rʲ ɪ z ɐ n ˈ t ɛ m ɨ
хризантема,x rʲ ɪ z ɐ n ˈ t ɛ m ə
хрип,x rʲ i p
хрип,ˈ x rʲ i p ɨ
христианин,x rʲ ɪ sʲ tʲ ɪ ɐ ˈ nʲ i n
христианин,x rʲ ɪ sʲ tʲ ɪ ˈ a nʲ ɪ
христианка,x rʲ ɪ sʲ tʲ ɪ ɐ ˈ n k ɐ
христианка,x rʲ ɪ sʲ tʲ ɪ ɐ ˈ n k ɪ
хроматический,х р о м а т и́ ч е с к и й
хроматический,х р о м а т и́ ч е с к и е
хронобиология,х р о̀ н о б и о л о́ г и и
хронобиология,х р о̀ н о б и о л о́ г и я
хрусталик,x r ʊ s ˈ t ɑ lʲ ɪ kʲ ɪ
хрусталик,x r ʊ s ˈ t ɑ lʲ ɪ k
хрусталь,х р у с т а́ л ь
хрусталь,х р у с т а л и́
хряк,х р я к и
хряк,х р я к
хрящ,x rʲ æ ɕː
хрящ,x rʲ ɪ ˈ ɕː i
художник,x ʊ ˈ d o ʐ nʲ ɪ k
художник,x ʊ ˈ d o ʐ nʲ ɪ kʲ ɪ
худой,х у д о́ и
худой,х у д ы́ е
худой,х у д о́ й
худоёбина,х у д о ё б и н ы
худоёбина,х у д о ё б и н а
хуеглот,х у е г л о́ т
хуеглот,х у е г л о́ т ы
хуек,х у ё к
хуек,х у й к и́
хуеплётка,x ʊ j ɪ ˈ p lʲ o t k ɪ
хуеплётка,x ʊ j ɪ ˈ p lʲ o t k ə
хуесос,х у е с о́ с
хуесос,х у е с о́ с ы
хуета,x ʊ ɪ ˈ t̪ ɨ
хуета,x ʊ ɪ ˈ t̪ a
хуец,х у е́ ц
хуец,х у й ц ы́
хуила,x ʊ ˈ i ɫ̪ ə
хуила,x ʊ ˈ i ɫ̪ ɨ
хуило,x ʊ ˈ i ɫ̪ ə
хуина,х у и́ н ы
хуина,х у и́ н а
хуинушка,х у и́ н у ш к а
хуинушка,х у и́ н у ш к и
хуишко,х у и́ ш к о
хуишко,х у и́ ш к и
хуище,x ʊ ˈ i ɕː ɪ
хуй,x u ɪ̯
хуй,x ʊ ˈ i
хуй-перехуй,х у́ й п е р е х у́ й
хуй-перехуй,х у́ и п е р е х у́ и
хуй-перехуй,х у и́ п е р е х у и́
хуйло,х у й л о́
хуйло,х у́ й л а
хук,ˈ x u kʲ ɪ
хук,x u k
хула,x u ˈ ɫ ɨ
хула,x u ˈ ɫ a
хулиган,x ʊ lʲ ɪ ˈ ɡ ɑ n
хулиган,x ʊ lʲ ɪ ˈ ɡ ɑ n ɨ
хулиганство,x ʊ lʲ ɪ ˈ ɡ ɑ n s t v ə
хулиганьё,
хулиганьё,x ʊ lʲ ɪ g ɐ ˈ nʲ j o̞
хур,х у р
хур,х у́ р ы
хуторный,х у́ т о р н ы е
хуторный,х у́ т о р н ы й
хуёк,х у ё к
хуёк,х у й к и́
хуёчек,х у ё ч к и
хуёчек,х у ё ч е к
ц,t s ɛ
цанга,ц а́ н г а
цанга,ц а́ н г и
цанговый,ц а н г о́ в ы й
цанговый,ц а н г о́ в ы е
цапля,ˈ t͡ s a p lʲ ɪ
цапля,ˈ t͡ s a p lʲ ə
цапфа,ˈ t͡ s a p f ə
цапфа,ˈ t͡ s a p f ɨ
царапина,t s ɐ ˈ r ɑ pʲ ɪ n ə
царапина,t s ɐ ˈ r ɑ pʲ ɪ n ɨ
царапка,ц а р а́ п к а
царапка,ц а р а́ п к и
царевна,ц а р е́ в н ы
царевна,ц а р е́ в н а
царедворец,t͡ s ə rʲ ɪ ˈ d v o r t͡ s ɨ
царедворец,t͡ s ə rʲ ɪ ˈ d v o rʲ ɪ t͡ s
цареубийство,t s ɨ rʲ ɪ ʊ ˈ bʲ i j s t v ə
цареубийца,t s ɐ rʲ ɪ ʊ ˈ bʲ i j t s ɨ
цареубийца,t s ɐ rʲ ɪ ʊ ˈ bʲ i j t s ə
царица,ц а р и́ ц ы
царица,ц а р и́ ц а
царство,ˈ t͡ s a r s̪ t̪ v ə
царь,t͡ s a rʲ
царь,t͡ s ɐ ˈ rʲ i
царь-реформатор,ц а́ р ь р е ф о р м а́ т о р
царь-реформатор,ц а р и́ р е ф о р м а́ т о р ы
царь-соправитель,ц а́ р ь с о п р а в и́ т е л ь
царь-соправитель,ц а́ р и с о п р а в и́ т е л и
цвет,t͡ s vʲ e t̪
цвет,t͡ s vʲ ɪ ˈ t̪ ä
цветной,ц в е т н ы́ е
цветной,ц в е т н о́ й
цветоделение,ц в е т о д е л е́ н и е
цветоделение,ц в е т о д е л е́ н и я
цветок,t͡ s vʲ ɪ ˈ t̪ o̞ k
цветок,t͡ s vʲ ɪ t̪ ˈ kʲ i
цветок,t͡ s vʲ ɪ ˈ t̪ ɨ
цветь,
цветь,t͡ s vʲ e tʲ
цевка,ˈ t s ɛ f kʲ ɪ
цевка,ˈ t s ɛ f k ə
цедра,ц е́ д р а
цедра,ц е́ д р ы
цезура,t s ɪ ˈ z u r ɨ
цезура,t s ɪ ˈ z u r ə
цейхгауз,ц е й х а́ у з
цейхгауз,ц е й х а́ у з ы
цеканье,ˈ t͡ ɕ ɛ k ə nʲ j ɪ
цеканье,ˈ t͡ ɕ ɛ k ə nʲ j ə
целитель,t͡ s ɨ ˈ lʲ i tʲ ɪ lʲ ɪ
целитель,t͡ s ɨ ˈ lʲ i tʲ ɪ lʲ
целительница,ц е л и́ т е л ь н и ц а
целительница,ц е л и́ т е л ь н и ц ы
целка,ц е́ л к и
целка,ц е́ л к а
целлюлоза,t s ɪ lʲ ʉ ˈ l o z ɨ
целлюлоза,t s ɪ lʲ ʉ ˈ l o z ə
целом,t s ɛ ˈ l o m ɨ
целом,t s ɛ ˈ l o m
целочка,ц е́ л о ч к а
целочка,ц е́ л о ч к и
цель,ц е́ л и
цель,ц е л ь
цельность,ц е́ л ь н о с т ь
цельность,ц е́ л ь н о с т и
цемент,t s ɨ ˈ mʲ e n t
цемент,t s ɨ ˈ mʲ e n t ɨ
цементация,ц е м е н т а́ ц и и
цементация,ц е м е н т а́ ц и я
цементирование,ц е м е н т и́ р о в а н и я
цементирование,ц е м е н т и́ р о в а н и е
цементировка,ц е м е н т и р о́ в к а
цементировка,ц е м е н т и р о́ в к и
цена,ˈ t͡ s ɛ n̪ ɨ
цена,t͡ s ɨ ˈ n̪ ä
цензор,ˈ t s ɛ n z ə r ɨ
цензор,ˈ t s ɛ n z ə r
ценительница,t s ɨ ˈ nʲ i tʲ ɪ lʲ nʲ ɪ t s ə
ценительница,t s ɨ ˈ nʲ i tʲ ɪ lʲ nʲ ɪ t s ɨ
ценник,ц е́ н н и к
ценник,ц е́ н н и к и
центнер,ˈ t͡ s ɛ nʲ t̻ nʲ ɪ r ɨ
центнер,ˈ t͡ s ɛ nʲ t̻ nʲ ɪ r
центр,ц е́ н т р ы
центр,ц е н т р
централизм,t͡ s ɨ n t r ɐ ˈ lʲ i z m
централизм,t͡ s ɨ n t r ɐ ˈ lʲ i z m ɨ
центрировка,t s ə n t rʲ ɪ ˈ r o f kʲ ɪ
центрировка,t s ə n t rʲ ɪ ˈ r o f k ə
цеп,ц е́ п ы
цеп,ц е п
цепляние,ц е п л я́ н и я
цепляние,ц е п л я́ н и е
цеппелин,t s ə pʲ ɪ ˈ lʲ i n
цеппелин,t s ə pʲ ɪ ˈ lʲ i n ɨ
цепь,ˈ t͡ s ɛ pʲ ɪ
цепь,t͡ s ɛ pʲ
цера,ц е́ р ы
цера,ц е́ р а
церемониал,ц е р е м о н и а́ л
церемониал,ц е р е м о н и а́ л ы
церемониймейстер,t s ɪ rʲ ɪ ˌ m o̞ nʲ ɪ j ˈ mʲ e j s tʲ ɪ r
церковник,t͡ s ɨ r ˈ k o v nʲ ɪ k
церковник,t͡ s ɨ r ˈ k o v nʲ ɪ kʲ ɪ
церковь,ˈ t͡ s ɛ r k ə fʲ
церковь,ˈ t͡ s ɛ r k vʲ ɪ
цесаревна,t͡ s ɨ s̪ ɐ rʲ e v n̪ ɨ
цесаревна,t͡ s ɨ s̪ ɐ rʲ e v n̪ ə
цесарка,ц е с а́ р к а
цесарка,ц е с а́ р к и
цетера,ˈ t͡ s ɛ t̪ ɨ r ə
цетера,ˈ t͡ s ɛ t̪ ɨ r ɨ
цетотерий,ц е т о т е́ р и й
