headword,pronunciation
roentgenio,r œ n ˈ t ɡ e n j o
roentgenio,r œ̃ n ˈ t ɡ eː n j o
roentgenio,r ɛ n ˈ t ɡ e n j o
roentgenio,r ɛ̃ ŋ ˈ ɡ eː n j o
roentgenio,r ɛ n ˈ ɡ e n j o
roentgenio,r ɛ̃ n ˈ t ɡ eː n j o
rogito,r ɔ d ʒ i t o
rogna,ˈ r o ɲ ɲ a
rogo,ˈ r ɔ g o
romanico,r o ˈ m a n i k o
romano,r o ˈ m a n o
romanticismo,r o m a n t i ˈ t ʃ i z m o
romantico,r o ˈ m a n t i k o
romanza,r o ˈ m a n d z a
romanzamento,r o m a n d z a ˈ m e n t o
romanzare,r o m a n ˈ d z a r e
romanzo,r o ˈ m a n d z o
romaní,r o m a ˈ n ì
rombo,ˈ r o m b o
romeno,r o ˈ m ɛ n o
romeo,r o ˈ m ɛ o
romitaggio,r o m i ˈ t a d d ʒ o
rompere,ˈ r o m p e r e
rompicoglioni,r o m p i k o ʎ ˈ ʎ o n i
rondella,r o n ˈ d ɛ l l a
rondine,ˈ r o n d i n e
rondone,r o n ˈ d o n e
ronin,ˈ r ɔ n i n
ronzio,r o n ˈ d z i o
rosa,ˈ r ɔː z a ˈ r ɔː s a
rosario,r o ˈ z a r j o
rosato,r o ˈ z a t o
roseto,r o ˈ z e t o
rosicare,r o z i ˈ k a r e
rosolare,r o z o ˈ l a r e
rosone,r o ˈ z o n e
rospo,ˈ r ɔ s p o
rossetto,r o s ˈ s e t t o
rosso,ˈ r o s s o
rostro,ˈ r ɔ s t r o
rotaia,r o ˈ t a j a
rotativo,r o t a ˈ t i v o
rotocalco,r o t o ˈ k a l k o
rotolare,r o t o ˈ l a r e
rotondeggiante,r o t o n d e d ˈ d ʒ a n t e
rotore,r o ˈ t o r e
rotta,ˈ r o t t a
rottame,r o t ˈ t a m e
rottami,r o t ˈ t a m i
rotto,ˈ r o t t o
rottura,r o t ˈ t u r a
roulette,r u ˈ l ɛ t
rovente,r o ˈ v ɛ n t e
rovesciato,r o v e ʃ ˈ ʃ a t o
rovescio,r o ˈ v ɛ ʃ ʃ o
rovina,r o ˈ v i n a
rozzezza,r o d ˈ d z e t t s a
rozzezze,r o d ˈ d z e t t s e
rozzo,ˈ r o d d z o
rubare,r u ˈ b a r e
rubidio,r u ˈ b i d j o
rubinetto,r u b i ˈ n e t t o
rubino,r u ˈ b i n o
rubizzo,r u ˈ b i t t s o r u ˈ b i d d z o
rubrica,r u ˈ b r i k a
rude,ˈ r u d e
rudimentale,r u d i m e n ˈ t a l e
rudimento,r u d i ˈ m e n t o
ruffiano,r u f ˈ f j a n o
ruga,ˈ r u g a
ruggine,ˈ r u d d ʒ i n e
ruggire,r u d ˈ d ʒ i r e
ruggito,r u d ˈ d ʒ i t o
rugiada,r u ˈ d ʒ a d a
rullo,ˈ r u l l o
ruminante,r u m i ˈ n a n t e
rumore,r u ˈ m o r e
rumoroso,r u m o ˈ r o z o
ruolo,ˈ r w ɔː l o
ruota,ˈ r w ɔ t a
ruotare,r w o ˈ t a r e
rupe,ˈ r u p e
rupestre,r u ˈ p ɛ s t r e
rupia,ˈ r u p j a
rurale,r u ˈ r a l e
ruscello,r u ʃ ˈ ʃ ɛ l l o
rutenio,r u ˈ t ɛ n j o
rutto,ˈ r u t t o
ruzzolare,r u t t s o ˈ l a r e
sabato,ˈ s a b a t o
sabaudo,s a ˈ b a u d o
sabbia,ˈ s a b b j a
sabbiera,ˈ s a b ˈ b j ɛ r a
sabotaggio,s a b o ˈ t a d d ʒ o
sabotare,s a b o ˈ t a r e
sacca,ˈ s a k k a
sacca,ˈ s a c c a
saccarosio,s a k k a ˈ r ɔ z j o
saccente,s a t ˈ t ʃ ɛ n t e
saccheggi,s a k ˈ k e d d ʒ o
saccheggio,s a k ˈ k e d d ʒ o
sacco,ˈ s a k k o
sacerdote,s a t ʃ e r ˈ d ɔ t e
sacerdotessa,s a t ʃ e r d o ˈ t e s s a
sacerdotesse,s a t ʃ e r d o ˈ t e s s e
sacerdoti,s a t ʃ e r ˈ d ɔ t i
sacerrima,s a ˈ t ʃ ɛ r r i m a
sacerrime,s a ˈ t ʃ ɛ r r i m e
sacerrimi,s a ˈ t ʃ ɛ r r i m i
sacerrimo,s a ˈ t ʃ ɛ r r i m o
sacra,ˈ s a k r a
sacramentare,s a k r a m e n ˈ t a r e
sacramento,s a k r a ˈ m e n t o
sacre,ˈ s a k r e
sacri,ˈ s a k r i
sacrificare,s a k r i f i ˈ k a r e
sacrificio,s a k r i ˈ f i t ʃ o
sacrista,s a ˈ k r i s t a
sacro,ˈ s a k r o
sacroileite,s a k r o i l e ˈ i t e
sadico,ˈ s a d i k o
sadismo,s a ˈ d i z m o
saetta,s a ˈ e t t a
saetta,s a ˈ ɛ t t a
saettare,s a e t ˈ t a r e
safari,s a ˈ f a r i
saggezza,s a d ˈ d ʒ e t t s a
saggio,ˈ s a d d ʒ o
sagittale,s a d ʒ i t ˈ t a l e
sagittario,s a d ʒ i t ˈ t a r j o
sagoma,ˈ s a g o m a
sagra,ˈ s a g r a
sagrestano,s a g r e ˈ s t a n o
salamandra,s a l a ˈ m a n d r a
salame,s a ˈ l a m e
salamoia,s a l a ˈ m ɔ j a
salario,s a ˈ l a r j o
salassi,s a ˈ l a s s i
salasso,s a ˈ l a s s o
salato,s a ˈ l a t o
saldare,s a l ˈ d a r e
saldatore,s a l d a ˈ t o r e
saldatura,s a l d a ˈ t u r a
saldo,ˈ s a l d o
sale,s aː l e
salgemma,s a l ˈ d ʒ ɛ m m a
salice,ˈ s a l i t ʃ e
saliente,s a ˈ l j ɛ n t e
salina,s a ˈ l i n a
salinità,s a l i n i ˈ t a
salino,s a ˈ l i n o
salire,s a ˈ l i r e
salita,s a ˈ l i t a
saliva,s a ˈ l i v a
salmone,s a l ˈ m o n e
salmoriglio,s a l m o ˈ r i λ λ o
salotto,s a ˈ l ɔ t t o
salsedine,s a l ˈ s ɛ d i n e
saltare,s a l ˈ t a r e
salto,ˈ s a l t o
saltuariamente,s a l t w a r j a ˈ m e n t e
saltuario,s a l t u ˈ a r j o
salubre,s a ˈ l u b r e
salubri,s a ˈ l u b r i
salumeria,s a l u m e ˈ r i a
salutare,s a l u ˈ t a r e
salute,s a ˈ l u t e
salutista,s a l u ˈ t i s t a
saluto,s a ˈ l u t o
salvadanaio,s a l v a d a ˈ n a j o
salvagente,s a l v a ˈ d ʒ ɛ n t e
salvaguardare,s a l v a g w a r ˈ d a r e
salvaguardia,s a l v a ˈ g w a r d j a
salvare,s a l ˈ v a r e
salvarsi,s a l ˈ v a r s i
salvatore,s a l v a ˈ t o r e
salvatori,s a l v a ˈ t o r i
salvatrice,s a l v a ˈ t r i t ʃ e
salvatrici,s a l v a ˈ t r i t ʃ i
salvezza,s a l ˈ v e t t s a
salvia,ˈ s a l v j a
salvie,ˈ s a l v j e
salvo,ˈ s a l v o
samario,s a ˈ m a r j o
sambuco,s a m ˈ b u k o
samoana,s a m o ˈ a n a
samoani,s a m o ˈ a n i
samoano,s a m o ˈ a n o
sanare,s a ˈ n a r e
sandalo,ˈ s a n d a l o
sandracca,s a n ˈ d r a k k a
sangue,ˈ s a ŋ g w e
sanguigna,s a n ˈ g w i ɲ ɲ a
sanguigno,s a n ˈ g w i ɲ ɲ o
sanguinario,s a ŋ g w i ˈ n a r j o
sanguinoso,s a ŋ g w i ˈ n o z o
sanguisuga,s a ŋ g w i ˈ z u g a
sanitario,s a n i ˈ t a r j o
sanità,s a n i ˈ t a
sano,ˈ s a n o
santità,s a n t i ˈ t a
sanzione,s a n ˈ t s j o n e
sapere,s a ˈ p e r e
sapido,ˈ s a p i d o
sapiente,s a ˈ p j ɛ n t e
sapienza,s a ˈ p j ɛ n t s a
sapone,s a ˈ p o n e
saponificazione,s a p o n i f i k a t ˈ t s j o n e
saponificio,s a p o n i ˈ f i t ʃ o
saponina,s a p o ˈ n i n a
sapore,s a ˈ p o r e
saputello,s a p u ˈ t ɛ l l o
sarabanda,s a r a ˈ b a n d a
saracinesca,s a r a t ʃ i ˈ n e s k a
sarcasmo,s a r ˈ k a s t i k o
sarcastico,s a r ˈ k a s t i k o
sarchiare,s a r ˈ k j a r e
sarcofago,s a r ˈ k ɔ f a g o
sarcoplasma,s a r k o ˈ p l a z m a
sarda,ˈ s a r d a
sardegnolo,s a r d e ˈ ɲ ɔ l o
sardo,ˈ s a r d o
sardonica,s a r ˈ d ɔ n i k a
sardoniche,s a r ˈ d ɔ n i k e
sardonici,s a r ˈ d ɔ n i t ʃ i
sardonico,s a r ˈ d ɔ n i k o
sarto,ˈ s a r t o
sartoria,s a r t o ˈ r i a
sassi,ˈ s a s s i
sasso,ˈ s a s s o
sassofono,s a s ˈ s ɔ f o n o
sassone,ˈ s a s s o n e
sassoso,s a s ˈ s o z o
satana,ˈ s a t a n a
satanico,s a ˈ t a n i k o
satellite,s a ˈ t ɛ l l i t e
satira,ˈ s a t i r a
satiro,ˈ s a t i r o
saturato,s a t u ˈ r a t o
saturazione,s a t u r a t ˈ t s j o n e
saturnismo,s a t u r ˈ n i z m o
sauna,ˈ s a u n a
savana,s a ˈ v a n a
savoiardo,s a v o ˈ j a r d o
sbadato,z b a ˈ d a t o
sbadiglio,s b a ˈ d i ʎ j ɔ
sbagliato,z b a ʎ ˈ ʎ a t o
sbaglio,ˈ z b a ʎ ʎ o
sbandamento,z b a n d a ˈ m e n t o
sbandieramento,z b a n d j e r a ˈ m e n t o
sbandierare,z b a n d j e ˈ r a r e
sbaragliare,z b a r a ʎ ˈ ʎ a r e
sbarazzino,z b a r a t ˈ t s i n o
sbarco,ˈ z b a r k o
sbarra,ˈ z b a r r a
sbarrare,z b a r ˈ r a r e
sbarrato,z b a r ˈ r a t o
sbavare,z b a ˈ v a r e
sbeffeggiare,z b e f f e d ˈ d ʒ a r e
sbeffeggiarsi,z b e f f e d ˈ d ʒ a r s i
sberla,ˈ z b ɛ r l a
sberleffo,z b e r ˈ l ɛ f f o
sbertucciare,z b e r t u t ˈ t ʃ a r e
sbevazzare,z b e v a t ˈ t s a r e
sbieco,ˈ z b j ɛ k o
sbigottimento,z b i g o t t i ˈ m e n t o
sbigottire,z b i g o t ˈ t i r e
sbirciare,z b i r ˈ t ʃ a r e
sbocciare,z b o t ˈ t ʃ a r e
sbocco,ˈ z b o k k o
sbornia,ˈ z b ɔ r n j a
sborone,z b u ˈ r o n e
sborsare,z b o r ˈ s a r e
sbottare,z b o t ˈ t a r e
sbrigativo,z b r i g a ˈ t i v o
sbrindellato,z b r i n d e l ˈ l a t o
sbronza,ˈ z b r o n t s a
sbruffonata,z b r u f f o ˈ n a t a
sbudinarsi,s b u d i n à r s i
scabro,ˈ s k a b r o
scacchi,ˈ s k a k k i
scaccino,s k a t ˈ t ʃ i n o
scacco,ˈ s k a k k o
scadente,s k a ˈ d ɛ n t e
scadenza,s k a ˈ d ɛ n t s a
scadenzario,s k a d e n ˈ t s a r j o
scadere,s k a ˈ d e r e
scaffale,s k a f ˈ f a l e
scaglia,ˈ s k a ʎ ʎ a
scaglione,s k a ʎ ˈ ʎ o n e
scala,ˈ s k a l a
scalata,s k a ˈ l a t a
scalcare,s k a ˈ l a r e
scaleno,s k a ˈ l ɛ n o
scalmanato,s k a l m a ˈ n a t o
scalo,s k a l o
scalogna,s k a ˈ l o ɲ ɲ a
scalogne,s k a ˈ l o ɲ ɲ e
scalpore,s k a l ˈ p o r e
scaltrezza,s k a l ˈ t r e t t s a
scaltro,ˈ s k a l t r o
scalza,ˈ s k a l t s a
scalzacane,s k a l t s a ˈ k a n e
scalze,ˈ s k a l t s e
scalzi,ˈ s k a l t s i
scalzo,ˈ s k a l t s o
scambiare,s k a m ˈ b j a r e
scampagnata,s k a m p a ˈ ɲ ɲ a t a
scanalatura,s k a n a l a ˈ t u r a
scandagliare,s k a n d a ʎ ˈ ʎ a r e
scandalizzare,s k a n d a l i d ˈ d z a r e
scandalo,ˈ s k a n d a l o
scandaloso,s k a n d a ˈ l o s o
scandaloso,s k a n d a ˈ l o z o
scandio,ˈ s k a n d j o
scannare,s k a n ˈ n a r e
scanzonato,s k a n t s o ˈ n a t o
scapaccione,s k a p a t ˈ t ʃ o n e
scapolo,ˈ s k a p o l o
scappare,s k a p ˈ p a r e
scappatoia,s k a p p a ˈ t o j a
scarabocchio,s k a r a ˈ b ᴐ k k j o
scarafaggio,s k a r a ˈ f a d d ʒ o
scaramanzia,s k a r a m a n ˈ t s i a
scardinare,s k a r d i ˈ n a r e
scardinarsi,s k a r d i ˈ n a r s i
scaricamento,s k a r i k a ˈ m e n t o
scaricare,s k a r i ˈ k a r e
scarico,ˈ s k a r i k o
scarificazione,s k a r i f i k a ˈ t s j o n e
scarmigliare,s k a r m i ʎ ˈ ʎ a r e
scarno,ˈ s k a r n o
scarogna,s k a ˈ r o ɲ ɲ a
scarogne,s k a ˈ r o ɲ ɲ e
scarpa,ˈ s k a r p a
scarpata,s k a r ˈ p a t a
scarsamente,s k a r s a ˈ m e n t e
scarsella,s k a r ˈ s ɛ l l a
scarso,ˈ s k a r s o
scartamento,s k a r t a ˈ m e n t o
scatola,ˈ s k a t o l a
scatto,ˈ s k a t t o
scautismo,s k a u ˈ t i z m o
scavo,ˈ s k a v o
scegliere,ˈ ʃ e ʎː e r e
scellino,ʃ ʃ e l ˈ l i n o
scelta,ʃ ˈ ʃ e l t a
scemare,ʃ ʃ e ˈ m a r e
scemo,ˈ ʃ e m o
scena,ˈ ʃ ɛ n a
scenario,ʃ ʃ e ˈ n a r j o
scendere,ˈ ʃ ʃ e n d e r e
sceneggiare,ʃ ʃ e n e d ˈ d ʒ a r e
sceneggiatore,ʃ ʃ e n e d d ʒ a ˈ t o r e
sceneggiatura,ʃ ʃ e n e d d ʒ a ˈ t u r a
sceriffo,ʃ ʃ e ˈ r i f f o
scettico,ʃ ˈ ʃ ɛ t t i k o
scettro,ʃ ˈ ʃ ɛ t t r o
scheda,ˈ s k ɛ d a
schedario,s k e ˈ d a r j o
schedulare,ʃ e d j u l
schedulare,s k e d ʒ ʌ l
scheggia,ˈ s k e d d ʒ a
scheletrica,s k e ˈ l ɛ t r i k a
scheletrico,s k e ˈ l ɛ t r i k o
schema,ˈ s k ɛ m a
schermaglia,s k e r ˈ m a ʎ ʎ a
schermo,ˈ s k e r m o
schermo,ˈ s k ɛ r m o
scherzare,s k e r ˈ t s a r e
scherzo,ˈ s k e r t s o
scherzosa,s k e r ˈ t s o z a
scherzose,s k e r ˈ t s o z e
scherzosi,s k e r ˈ t s o z i
scherzoso,s k e r ˈ t s o z o
schettini,ˈ s k ɛ t t i n i
schettino,ˈ s k ɛ t t i n o
schiacciante,s k j a t ˈ t ʃ a n t e
schiacciapatate,s k j a t t ʃ a p a ˈ t a t e
schiacciare,s k j a t ˈ t ʃ a r e
schiacciato,s k j a t ˈ t ʃ a t o
schiaffeggiare,s k j a f f e d ˈ d ʒ a r e
schiaffo,ˈ s k j a f f o
schiamazzare,s k j a m a t ˈ t s a r e
schiamazzo,s k j a ˈ m a t t s o
schiantare,s k j a n ˈ t a r e
schianto,ˈ s k j a n t o
schiarire,s k j a ˈ r i r e
schiarita,s k j a ˈ r i t a
schiavitù,s k j a v i ˈ t u
schiavo,ˈ s k j a v o
schidione,s k i ˈ d j o n e
schiena,ˈ s k j ɛ n a
schiera,ˈ s k j ɛ r a
schieramento,s k j e r a ˈ m e n t o
schierare,s k j e ˈ r a r e
schietto,ˈ s k j e t t o
schietto,ˈ s k j ɛ t t o
schifo,ˈ s k i f o
schifoso,s k i ˈ f o z o
schinciare,s k i n ˈ t͡ ʃ a r e
schiuma,ˈ s k j u m a
schiumarola,s k j u m a ˈ r ɔ l a
schivare,s k i ˈ v a r e
schivo,ˈ s k i v o
schizofrenia,s k i d z o f r e ˈ n i a
schizofrenico,s k i d d z o ˈ f r ɛ n i k o
schnauzer,ˈ ƒ n a u t s ə
sci,ˈ ʃ i
scia,ʃ ˈ ʃ iː a
sciabola,ʃ ˈ ʃ a b o l a
sciabordii,ʃ ʃ a b o r ˈ d i i
sciabordio,ʃ ʃ a b o r ˈ d i o
sciacallo,ʃ ʃ a ˈ k a l l o
sciacquone,ʃ a k ˈ k w o n e
sciagura,ʃ ʃ a ˈ g u r a
scialacquamento,ʃ a l a k k w a ˈ m e n t o
scialare,ʃ ʃ a ˈ l a r e
scialbo,ʃ ˈ ʃ a l b o
scialle,ʃ ˈ ʃ a l l e
scialuppa,ʃ ʃ a ˈ l u p p a
sciamano,ʃ ʃ a ˈ m a n o
sciame,ʃ ˈ ʃ a m e
sciami,ˈ ʃ aː m i
sciami,ʃ ˈ ʃ aː m i
sciami,ˈ ʃ a m i
sciantosa,ʃ ʃ a n ˈ t o z a
sciantose,ʃ ʃ a n ˈ t o z e
sciatica,ʃ ˈ ʃ a t i k a
sciatore,ʃ ʃ a ˈ t o r e
sciatto,ʃ ˈ ʃ a t t o
scientemente,ʃ ɛ n t e ˈ m e n t e
scientificamente,ʃ e n t i f i k a ˈ m e n t e
scientifico,ʃ ʃ e n ˈ t i f i k o
scienza,ʃ ˈ ʃ ɛ n t s a
scienziato,ʃ ʃ e n ˈ t s j a t o
scimitarra,ʃ i m i ˈ t a r r a
scimmia,ˈ ʃ i m m j a
scimmiesco,ʃ i m ˈ m j e s k o
scimpanzé,ʃ ʃ i m p a n ˈ t s e
scioccare,ʃ o k ˈ k a r e
sciocchezza,ʃ ʃ o k ˈ k e t t s a
sciocco,ˈ ʃ ɔ k k o
scioltezza,ʃ ʃ o l ˈ t e t t s a
sciolto,ʃ ˈ ʃ ɔ l t o
scioperare,ʃ ʃ o p e ˈ r a r e
sciopero,ˈ ʃ ɔ p e r o
sciovinismo,ʃ ʃ o v i ˈ n i z m o
scipita,ʃ ʃ i ˈ p i t a
scipite,ʃ ʃ i ˈ p i t e
scipiti,ʃ ʃ i ˈ p i t i
scipito,ʃ ʃ i ˈ p i t o
scippo,ʃ ˈ ʃ i p p o
scissione,ʃ ʃ i s ˈ s j o n e
scivolare,ʃ ʃ i v o ˈ l a r e
scivolo,ˈ ʃ i v o l o
sclera,ˈ s k l ɛ r a
sclerosi,ˈ s k l ɛ r o z i
sclerosi,s k l e ˈ r ɔ z i
scocciare,s k o t ˈ t ʃ a r e
scodella,s k o ˈ d ɛ l l a
scodinzolare,s k o d i n t s o ˈ l a r e
scogliera,s k o ʎ ˈ ʎ ɛ r a
scoglio,s ˈ k ɔ ʎ ʎ o
scolaro,s k o ˈ l a r o
scolastica,s k o ˈ l a s t i k a
scolastico,s k o ˈ l a s t i k o
scoliosi,s k o ˈ l j ɔ z
scollatura,s k o l l a ˈ t u r a
scommessa,s k o m ˈ m e s s a
scomparire,s k o m p a ˈ r i r e
scompigliare,
scomposizione,s k o m p o z i t ˈ t s j o n e
sconcerto,s k o n ˈ t ʃ ɛ r t o
sconcludere,s k o n ˈ k l u d e r e
sconclusionata,s k o n k l u z j o ˈ n a t a
sconclusionate,s k o n k l u z j o ˈ n a t e
sconclusionati,s k o n k l u z j o ˈ n a t i
sconclusionato,s k o n k l u z j o ˈ n a t o
sconfiggere,s k o n ˈ f i d d ʒ e r e
sconfitta,s k o n ˈ f i t t a
sconfitto,s k o n ˈ f i t t o
sconosciuto,s k o n o ʃ ˈ ʃ u t o
sconsigliare,s k o n s i ʎ ˈ ʎ a r e
scontare,s k o n ˈ t a r e
scontato,s k o n ˈ t a t o
scontentezza,s k o n t e n ˈ t e t t s a
scontento,s k o n ˈ t ɛ n t o
sconto,ˈ s k o n t o
scontrino,s k o n ˈ t r i n o
scontro,ˈ s k o n t r o
scontroso,s k o n ˈ t r o z o
sconveniente,s k o n v e ˈ n j ɛ n t e
sconvenientemente,s k o n v e n j e n t e ˈ m e n t e
sconvenienti,s k o n v e ˈ n j ɛ n t i
sconvolgente,s k o n v o l ˈ d ʒ ɛ n t e
sconvolto,s k o n ˈ v ɔ l t o
scopare,s k o ˈ p a r e
scopata,s k o ˈ p a t a
scoperta,s k o ˈ p ɛ r t a
scopiazzare,s k o p j a t ˈ t s a r e
scoprire,s k o ˈ p r i r e
scoraggiare,s k o r a d ˈ d ʒ a r e
scorbutico,s k o r ˈ b u t i k o
scorbuto,ˈ s k ɔ r b u t o
scorbuto,s k o r ˈ b u t o
scorcio,ˈ s k o r t ʃ o
scoregge,s k o ˈ r e d d ʒ e
scoreggia,s k o ˈ r e d d ʒ a
scoreggiare,s k o r e d ˈ d ʒ a r e
scorpione,s k o r ˈ p j o n e
scorpioni,s k o r ˈ p j o n i
scorrere,ˈ s k o r r e r e
scortare,s k o r ˈ t a r e
scorza,ˈ s k ɔ r t s a
scorza,ˈ s k ɔ r d z a
scossa,ˈ s k ɔ s s a
scosso,ˈ s k ɔ s s o
scostumato,s k o s t u ˈ m a t o
scottante,s k o t ˈ t a n t e
scottare,s k o t ˈ t a r e
scotto,ˈ s k ɔ t t o
screanzato,s k r e a n ˈ t s a t o
screditare,s k r e d i ˈ t a r e
scriba,ˈ s k r i b a
scriteriato,s k r i t e ˈ r j a t o
scritto,ˈ s k r i t t o
scrittore,s k r i t ˈ t o r e
scrittori,s k r i t ˈ t o r i
scrittura,s k r i t ˈ t u r a
scrivania,s k r i v a ˈ n i a
scrivente,s k r i ˈ v ɛ n t e
scrivere,ˈ s k r i v e r e
scrocchio,ˈ s k r ɔ k k j o
scrofa,ˈ s k r ɔ f a
scrostato,s k r o s ˈ t a t o
scroto,ˈ s c r ò t o
scrupolo,ˈ s k r u p o l o
scrupolosità,s k r u p o l o s i ˈ t a
scrupoloso,s k r u p o ˈ l o z o
scrupoloso,s k r u p o ˈ l o s o
scuderia,s k u d e ˈ r i a
scudetto,s k u ˈ d e t t o
scudiero,s k u ˈ d j ɛ r o
scudo,ˈ s k u d o
sculettare,s k u l e t ˈ t a r e
scultore,s k u l ˈ t o r e
scultura,s k u l ˈ t u r a
scuola,ˈ s k u o l a
scuotere,ˈ s k u o t e r e
scure,ˈ s k u r e
scuro,ˈ s k u r o
scusa,ˈ s k u s a
sdegno,ˈ z d e ɲ o
sdoganare,z d o g a ˈ n a r e
sebbene,s e b ˈ b ɛ n e
seccatura,s e k k a ˈ t u r a
secchio,ˈ s e k k j o
secchione,s e k ˈ k j o n e
secco,ˈ s e k k o
secolare,s e k o ˈ l a r e
secolo,ˈ s ɛ k o l o
secondo,s e ˈ k o n d o
secrezione,s e k r e ˈ t s j o n e
sedativo,s e d a ˈ t i v o
sede,ˈ s ɛ d e
sedentario,s e d e n ˈ t a r j o
sedere,s e ˈ d e r e
sedia,ˈ s ɛ d j a
sedicente,s e d i ˈ t ʃ ɛ n t e
sedicenti,s e d i ˈ t ʃ ɛ n t i
sedici,ˈ s e d i t ʃ i
sedile,s e ˈ d i l e
sedimentazione,s e d i m e n t a ˈ t s j o n e
sedimento,s e d i ˈ m e n t o
sedizione,s e d i ˈ t s j o n e
seducente,s e d u ˈ t ʃ ɛ n t e
sedurre,s e ˈ d u r r e
seduzione,s e d u ˈ t s j o n e
sega,ˈ s e g a
seggio,ˈ s ɛ d d ʒ o
seggiola,ˈ s ɛ d d ʒ o l a
seggiole,ˈ s ɛ d d ʒ o l e
seggiovia,s e d d ʒ o ˈ v i a
segmentata,s e g m e n ˈ t a t a
segmentate,s e g m e n ˈ t a t e
segmentati,s e g m e n ˈ t a t i
segmentato,s e g m e n ˈ t a t o
segmento,s e g ˈ m e n t o
segnale,s e ˈ ɲ ɲ a l e
segnare,s e ˈ ɲ ɲ a r e
segnavento,s e ɲ ɲ a ˈ v ɛ n t o
segno,ˈ s e ɲ ɲ o
sego,ˈ s e g o
segregare,s e g r e ˈ g a r e
segregazione,s e g r e g a t ˈ t s j o n e
segretario,s e g r e ˈ t a r j o
segretario,"s e g r e "" t a r j o"
segreto,s e ˈ g r ε t o
seguace,s e ˈ g w a t ʃ e
seguente,s e ˈ g w ɛ n t e
segugio,s e ˈ g u d ʒ o
seguire,s e ˈ g w i r e
seguito,ˈ s e g w i t o
sei,ˈ s ɛ i
seicento,s e i ˈ t ʃ ɛ n t o
selce,s e l t ʃ e
selenio,s e ˈ l ɛ n j o
selettivo,s e l e t ˈ t i v o
selettore,s e l e t ˈ t o r e
selezione,s e l e ˈ t s j o n e
sella,ˈ s ɛ l l a
selva,ˈ s e l v a
selvaggina,s e l v a d ˈ d ʒ i n a
selvatico,s e l ˈ v a t i k o
selve,ˈ s e l v e
semaforo,s e ˈ m a f o r o
semantica,s e ˈ m a n t i k a
semantiche,s e ˈ m a n t i k e
semantici,s e ˈ m a n t i t ʃ i
semantico,s e ˈ m a n t i k o
semasiologia,s e m a z j o l o ˈ d ʒ i a
semasiologie,s e m a z j o l o ˈ d ʒ i e
sembianza,s e m ˈ b j a n t s a
seme,ˈ s eː m e
semeiotica,s e m e ˈ j ɔ t i k a
semestre,s e ˈ m ɛ s t r e
semicerchio,s e m i ˈ t ʃ e r k j o
semicirconferenza,s e m i t ʃ i r k o n f e ˈ r ɛ n t s a
seminarista,s e m i n a ˈ r i s t a
semiotica,d o ˈ m ɔ t i k a
semireazione,s e m i r e a t ˈ t s j o n e
semiretta,s e m i ˈ r ɛ t t a
semivegetarianismo,s e m i v e d ʒ e t a r j a ˈ n i z m o
semolino,s e m o ˈ l i n o
semplice,ˈ s e m p l i t ʃ e
sempliciotto,s e m p l i ˈ t ʃ ɔ t t o
semplificare,s e m p l i f i ˈ k a r e
semplificazione,s e m p l i f i k a ˈ t s j o n e
sempre,ˈ s ɛ m p r e
sempreverde,s e m p r e ˈ v e r d e
senato,s e ˈ n a t o
senatore,s e n a ˈ t ɔ r e
senatori,s e n a ˈ t ɔ r i
senile,s e ˈ n i l e
senilità,s e n i l i ˈ t a
senno,ˈ s e n n o
seno,ˈ s e n o
sensazionale,s e n s a t s j o ˈ n a l e
sensazione,s e n s a ˈ t s j o n e
senseria,s e n s e ˈ r i a
sensibile,s e n ˈ s i b i l e
sensibilità,s e n s i b i l i ˈ t a
sensibilizzare,s e n s i b i l i d ˈ d z a r e
senso,ˈ s ɛ n s o
sensuale,s e n s u ˈ a l e
sentenza,s e n ˈ t ɛ n t s a
sentiero,s e n ˈ t j ɛ r o
sentimento,s e n t i ˈ m e n t o
sentire,s e n ˈ t i r e
senza,ˈ s ɛ n t s a
senzatetto,s e n t s a ˈ t e t t o
separare,s e p a ˈ r a r e
separatamente,s e p a r a t a ˈ m e n t e
separazione,s e p a r a ˈ t s j o n e
sepolcro,s e ˈ p o l k r o
seppellire,s e p p e l ˈ l i r e
seppia,ˈ s e p p j a
sepsi,ˈ s ɛ p s i
sequela,s e ˈ k w ɛ l a
sequenza,s e ˈ k w ɛ n t s a
sequenziatore,s e k w e n t s j a ˈ t o r e
sera,ˈ s e r a
seracco,s e ˈ r a k k o
serale,s e ˈ r a l e
serata,s e ˈ r a t a
serbare,s e r ˈ b a r e
serbatoio,s e r b a ˈ t o j o
serbo,ˈ s ɛ r b o
serbocroato,s e r b o k r o ˈ a t o
serendipica,s e r e n ˈ d i p i k a
serendipiche,s e r e n ˈ d i p i k e
serendipici,s e r e n ˈ d i p i t ʃ i
serendipico,s e r e n ˈ d i p i k o
serendipità,s e r e n d i p i ˈ t a
serenità,s e r e n i ˈ t a
sereno,s e ˈ r e n o
sergente,s e r ˈ d ʒ ɛ n t e
seriale,s e ˈ r j a l e
sericoltura,s e r i k o l ˈ t u r a
serie,ˈ s ɛ r j e
serietà,s e r j e ˈ t a
serio,ˈ s ɛ r j o
serpentario,s e r p e n ˈ t a r j o
serpente,s e r ˈ p ɛ n t e
serra,ˈ s ɛ r r a
serraglio,s e r ˈ r a ʎ ʎ o
servili,s e r ˈ v i l e
servilmente,s e r v i l ˈ m e n t e
